,QueryID,QueryText,QueryImages,Label
18750,657,"@user @user @user @user Is denial denying this chart ? If so , you're in it . url",raw_images/images_otweet_DataC/6374.png,0.0
18800,673,"President Donald Trump : My first 100 days are "" just about the most successful "" in US history url url",raw_images/images_otweet_DataC/14174.png,0.0
18850,1951,"@user Fixed that graph for you , Donnie . url",raw_images/images_otweet_DataC/7731.png,0.0
18900,1617,Wouldn't it be fun if Mike Pence was to sue @user and @user for this obvious - and disgraceful - libel url,raw_images/images_otweet_DataC/19641.png,0.0
18950,104,@user Your article is wrong . You say Trump is the only President to withhold taxes . Nixon was the first . Ford did not . url url,raw_images/images_otweet_DataC/42679.png,0.0
19000,1885,oh you wanted him to tweet about Puerto Rico ? Well he did and blamed Puerto Rico . url,raw_images/images_otweet_DataC/1501.png,0.0
19050,1768,"Trump did what Obama critics wanted for 3 yrs : limited , precision strikes to hurt Assad's ability to kill innocents . So ... now what ? @user url",raw_images/images_otweet_DataC/1759.png,0.0
19100,560," While on FAKE NEWS CNN , Bernie Sanders was cut off for using the term fake news to describe the network . They said technical difficulties !  url",raw_images/images_otweet_DataC/32263.png,0.0
19150,612,"#TuesdayThoughts Definition of media brainwashed : lamenting the loss of a woman who views "" 1984 "" as a goal . url",raw_images/images_otweet_DataC/21192.png,0.0
19200,1928,Why isn't Willie being called before Congress to explain why he put North Korea into the nuclear business ? #tcot #ccot #gop #maga url,raw_images/images_otweet_DataC/31786.png,0.0
19250,1457,@user Obama made it impossible 4 Syrian * Christian refugees 2 gain admission whom suffered atrocities check % w / regards 2 Iraq c below url,raw_images/images_otweet_DataC/8680.png,0.0
19300,852,@user Gun Registration url,raw_images/images_otweet_DataC/19181.png,0.0
19350,1456,"@user @user It's going to be the Trump Administration rounding up quite a few lying , leaking , & criminal liberals - url",raw_images/images_otweet_DataC/39920.png,0.0
19400,316,"@user @user @user Just in case you forgot it was a LANDSLIDE . It was a victory for the ages . Down 98.2 % to 1.8 % , Trump rallied America to a huge Electoral College beat down . Once Votor ID is rolled out nationally there won't be any Bogus votes in CA , NY , NV , NJ and Illinois to gloat about . url",raw_images/images_otweet_DataC/37404.png,0.0
19450,128,PolitiFactFL : Republicans mislead in ad linking Bill Nelson to Elizabeth Warren on single payer url,raw_images/images_otweet_DataC/16588.png,0.0
19500,900,@user @user @user Just some examples of why what you are saying doesn't work and why Dems don't want voter ID laws : url,raw_images/images_otweet_DataC/9018.png,0.0
19550,198,@user Cops don't kill the most black people . url,raw_images/images_otweet_DataC/12740.png,0.0
19600,1514,"@user @user You realize brown people are mass killers too , right ? Here are some top mass killers of 2017 , besides Paddock ( who was likely a CIA arms dealer ) . You also leave out people like Emanuel Kidega Samson . All races are capable of violence . Stop dividing by race , love your neighbor url",raw_images/images_otweet_DataC/44830.png,0.0
19650,778,Ryan says he's leaving behind a ' darn good legacy ' url url,raw_images/images_otweet_DataC/7915.png,0.0
19700,1998,"How is this a crime ? Am I missing something ? Seriously you could put half of all Twitter users in jail for "" putting up derogatory information about candidates "" and "" sowing discord in the US political system "" : Mueller indicts Russians url url",raw_images/images_otweet_DataC/4723.png,0.0
19750,261,Appeasing Tyrants never works . The Dems have made a complete mess of this North Korea Situation . Bill Clinton deserves most of the blame . url,raw_images/images_otweet_DataC/3410.png,0.0
19800,1075,"Trump slams "" lies "" about his Iraq War position url url",raw_images/images_otweet_DataC/33121.png,0.0
19850,1590,"Lots of lies posted about Obama under #Footing the bill for Trumps "" . Pres Obama took the least vacation . Faux news lied , like they always do url",raw_images/images_otweet_DataC/26394.png,0.0
19900,219,California Democrats legalize child prostitution url url,raw_images/images_otweet_DataC/15205.png,0.0
19950,909,The map is fake . The story is incredibly misleading . And it's spreading like crazy all over Facebook . url,raw_images/images_otweet_DataC/38434.png,0.0
20000,653,@user Have NEVER trusted this man . NEVER . url,raw_images/images_otweet_DataC/34445.png,0.0
20050,1241,Is Clinton's campaign correct when it says that Comey's letter violated Justice Dept . protocol ? url,raw_images/images_otweet_DataC/5360.png,0.0
20100,1164,"#gutfeld Let's get the $ 150,000 , 000,000 back that we illegally gave to Iran & use it to pay for the wall ! url",raw_images/images_otweet_DataC/27807.png,0.0
20150,1588,@user Clintons gave less than 3 % collected by their foundation to charities ! url,raw_images/images_otweet_DataC/23248.png,0.0
20200,344,Humanity it's time to expose this madness . Who murdered them ? url,raw_images/images_otweet_DataC/3612.png,0.0
20250,1143,Um = > Parkland Survivor Emma Gonzalez Admits to Bullying the Shooter . She's Not Even Sorry . url url,raw_images/images_otweet_DataC/3157.png,0.0
20300,833,"Fake news about Nancy Pelosi circulated by @user despite being so often debunked . AKA lies , propaganda . url url",raw_images/images_otweet_DataC/36815.png,0.0
20350,495,"Open letter = > Dear Parkland Activists : You Admit to Bullying the Shooter , But Have the Gall to Blame Guns & NRA ? ~ @user url url",raw_images/images_otweet_DataC/4697.png,0.0
20400,1417,Just let this sink in ! #FloridaSchoolShooting #Florida #GunReformNow url,raw_images/images_otweet_DataC/40159.png,0.0
20450,1524,"Even in backing off his birther lies , @user just can't help lying even more about his birther lies . url",raw_images/images_otweet_DataC/22229.png,0.0
20500,1138,@user you are missing some information . Here you are . Enjoy ! url,raw_images/images_otweet_DataC/1585.png,0.0
20550,775,@user wanna discuss all the money she took from Arab states ? You know they oppress women and jail and or kill gays ? url,raw_images/images_otweet_DataC/6513.png,0.0
20600,66,@user @user @user @user @user @user She is #StillWithHer url,raw_images/images_otweet_DataC/26545.png,0.0
20650,279,@user Japan keeps Islam at bay by putting restrictions on Islam and ALL Muslims ... we should follow their lead ... url,raw_images/images_otweet_DataC/27568.png,0.0
20700,814,"He literally used the password "" p @user "" . And the emails were leaked , not hacked , anyway . url url",raw_images/images_otweet_DataC/22168.png,0.0
20750,293,"@user I appreciate that you admit when you are wrong , but why do you keep mentioning 17 intelligence agencies , when it was only 4 ? url",raw_images/images_otweet_DataC/37781.png,0.0
20800,600,". @user statement on IG report : "" Hillary Clinton's use of personal email was not unique . "" Full : url",raw_images/images_otweet_DataC/16001.png,0.0
20850,1261,@user This might appeal to your use of fowl language . It's how she likes you . url,raw_images/images_otweet_DataC/17781.png,0.0
20900,1287,"Eric Trump claims CNN is "" totally irrelevant "" based on ratings report url url",raw_images/images_otweet_DataC/9471.png,0.0
20950,1184,"@user @user Hey @user , why do you support Hitler's Gun Control laws . I guess that makes you a nazi . url",raw_images/images_otweet_DataC/39949.png,0.0
21000,1802,Trump : Dems are misrepresenting Medicaid cuts in bill that cuts Medicaid url url,raw_images/images_otweet_DataC/10874.png,0.0
21050,1230,"@user @user @user @user Already a law for that . Criminals , crazies , islamist terrorist dont obey any laws & can get guns from other criminals aka gun runners . url",raw_images/images_otweet_DataC/41254.png,0.0
21100,71,"45 * is saying we can't help #PuertoRico because their country owes money . As usual , he believes only the rich are deserving of help . #Unfit url",raw_images/images_otweet_DataC/36702.png,0.0
21150,327,@user she killed our men in Benghazi who waited for 13 hours with no help . Sickening #MAGA #brexit url,raw_images/images_otweet_DataC/18498.png,0.0
21200,1899,@user @user Hey @user just so you know Japan is pretty much #MuslimFree already . Comments ? #MuslimBan #hypocrisy url,raw_images/images_otweet_DataC/27219.png,0.0
21250,1675,". @user : "" Right now we're one of the highest taxed nations in the world and we're going to be among the lowest . "" url",raw_images/images_otweet_DataC/24342.png,0.0
21300,1284,@user @user Why are 94 % of mass shooters registered democrats ? Can you I'd ONE mass shooter that is a NRA member ? url,raw_images/images_otweet_DataC/5256.png,0.0
21350,1603,#Obamacare continues to fail the American people . Are Democrats ok with dwindling choices ? url,raw_images/images_otweet_DataC/27558.png,0.0
21400,420,Hillary Clinton Did Not Lie ! FBI Director Confirms ! #ReadFactsMatter #CspanVideos url url,raw_images/images_otweet_DataC/9937.png,0.0
21450,2019,"Hey @user , how do you respond to these allegations ! ! url",raw_images/images_otweet_DataC/40446.png,0.0
21500,1410,IRS moving Trump's tax returns to newly-constructed safe url url,raw_images/images_otweet_DataC/41221.png,0.0
21550,1765,"Yesterday , @user issued a correction to a tweet he sent out on February 14 , which claimed : "" Maybe , just maybe , after 18 school shootings in America in just 43 days of 2018 the Congress might want to consider common-sense gun safety legislation and save innocent lives . "" url",raw_images/images_otweet_DataC/2383.png,0.0
21600,96,6.5 million people chose to pay an #IRS fine just to stay away from #Obamacare . They deserve better . url,raw_images/images_otweet_DataC/44224.png,0.0
21650,1014,"Also , this article tosses a stat that 60 % of Californians are unemployed and in poverty which is just ... like ... what ? ! url",raw_images/images_otweet_DataC/30562.png,0.0
21700,1904,. @user uh dude url,raw_images/images_otweet_DataC/5750.png,0.0
21750,769,"@user @user @user @user @user @user @user What do they say about people living in glass houses ? Yes , something about throwing stones . url",raw_images/images_otweet_DataC/30407.png,0.0
21800,1698,@user Thank you Slick Willie Clinton url,raw_images/images_otweet_DataC/15852.png,0.0
21850,1847,Trump on uranium in his presser just now . Read it at least twice . url,raw_images/images_otweet_DataC/3825.png,0.0
21900,72,"Imma just drop this little nugget right here . So , damn tired of this Republican #Hypocrisy url",raw_images/images_otweet_DataC/22083.png,0.0
21950,204,"Our junior marchers fell asleep on the way to our local March for our Lives , but I'm still rocking my @user hoodie all day . Expect me in 2018 , and expect him in 2033 ! @user url",raw_images/images_otweet_DataC/38335.png,0.0
22000,786,"@user @user Please , these leftist tools wet dream is to confiscate every gun from law abiding citizens . url",raw_images/images_otweet_DataC/17144.png,0.0
22050,1125,@user @user Several of the former Communist countries are DEATH to the MOSLEMs . They do no put up with their BS cult . @user @user url,raw_images/images_otweet_DataC/6163.png,0.0
22100,1536,What the hell is up with these dumbasses ? url,raw_images/images_otweet_DataC/3263.png,0.0
22150,294,This @user press release on early voting statistics highlights decrease in African-Americans voting . #ncpol url,raw_images/images_otweet_DataC/33592.png,0.0
22200,1861,"Medicare is incredibly popular , more popular than the Republicans who are cutting it to give tax cuts to their rich oligarchical overlords . Republicans better start cleaning out their desks , we are coming for them in 2018 ! #goptaxbillscam url",raw_images/images_otweet_DataC/19010.png,0.0
22250,1531,JW filed a lawsuit w / State & Treasury for on ObamaAdmin's scandalous $ 400 million payment to #Iran . See here : url url,raw_images/images_otweet_DataC/32599.png,0.0
22300,1712,@user Interesting . What's Hillary good at other then cheating lying & stealing ? url,raw_images/images_otweet_DataC/28936.png,0.0
22350,38,@user And have been responsible for every major shooting in this country of the last 100 years . Parkland shooter was a Democrat Las Vegas shooter also a Democrat url,raw_images/images_otweet_DataC/32088.png,0.0
22400,1956,Abolish 9th circuit with almost 90 % record of being wrong . Costing us 2 do every case twice b / c the bias of judges . url,raw_images/images_otweet_DataC/32613.png,0.0
22450,1210,Final report on 2012 Benghazi attacks is expected to be released today url #7News url,raw_images/images_otweet_DataC/40221.png,0.0
22500,1762,@user @user @user CBO numbers . url,raw_images/images_otweet_DataC/4714.png,0.0
22550,257,Clinton Rebounds url,raw_images/images_otweet_DataC/13886.png,0.0
22600,937,@user @user oops url,raw_images/images_otweet_DataC/18416.png,0.0
22650,825,"Trump again makes false claim that US is "" highest taxed nation in the world "" : url url",raw_images/images_otweet_DataC/23524.png,0.0
22700,1207,Trump's attempts to show voter fraud appear to have stalled url url,raw_images/images_otweet_DataC/28822.png,0.0
22750,1112,"Saudi Arabia Is About To Behead 6 School Girls For Acting Indecently With Their Male Friends : And the Washington Post and the rest of the enemedia keep touting the new , modern Saudi Arabia and its reforms . url url",raw_images/images_otweet_DataC/7402.png,0.0
22800,262,"Earlier today , @user Mike Pence tweeted a message of optimism , celebrating Fiat Chrysler's decision "" to move their entire production line from MEXICO TO MICHIGAN . "" url",raw_images/images_otweet_DataC/19804.png,0.0
22850,950,"Long story short : 10 mafia members were arrested by FBI today that have ties to Trump , Russian mob & Felix Sater #trumprussia #russiagate url",raw_images/images_otweet_DataC/31225.png,0.0
22900,1348,@user @user See where it says Obama ? Start reading . url,raw_images/images_otweet_DataC/42815.png,0.0
22950,799,Sanders : People Who Can't Afford Health Care Don't Deserve To Die . ' Here's What's Wrong With That Strawman . url url,raw_images/images_otweet_DataC/26179.png,0.0
23000,1528,Consistent and predictable . #Democrats url,raw_images/images_otweet_DataC/16434.png,0.0
23050,305,Rep . Claudia Tenney doubles down on her statement that many mass shooters are Democrats url url,raw_images/images_otweet_DataC/27215.png,0.0
23100,694,"Reminder : John Podesta GAVE his password away . And it was "" password "" Cyber Security #SundayMorning #CNNSOTU Kushner and Manafort Roy Moore url",raw_images/images_otweet_DataC/11543.png,0.0
23150,24,"#Japan makes no compromise with #Islam . Consequently , no Muslim Terrorist has ever been able to execute an Attack in the Japan . url",raw_images/images_otweet_DataC/38181.png,0.0
23200,1386,@user @user @user I just posted this meme yesterday . url,raw_images/images_otweet_DataC/21018.png,0.0
23250,1265,Cory Booker decided to follow me after I called him out for voting against importing med . from Canada . This should be interesting . url,raw_images/images_otweet_DataC/43958.png,0.0
23300,1140,But god forbid we give grandma some meals on fucking wheels . url,raw_images/images_otweet_DataC/31881.png,0.0
23350,676,@user @user @user @user $ 6 billion dollars still missing while she was SoS url,raw_images/images_otweet_DataC/25315.png,0.0
23400,476,Hannity confirms Trump's claim that he opposed the Iraq War : url url,raw_images/images_otweet_DataC/35567.png,0.0
23450,1508,Sick . Sad . url,raw_images/images_otweet_DataC/21835.png,0.0
23500,1441,"You Cant Make This Up ! Theres EMAIL PROOF , Yes I Said EMAIL #birtherism STARTED with Hill url url",raw_images/images_otweet_DataC/4370.png,0.0
23550,549,6.5 million people would rather pay an IRS fine than sign up for #Obamacare . Just as many people live in #Wisconsin and #Alaska combined . url,raw_images/images_otweet_DataC/29299.png,0.0
23600,1352,@user @user Hillary the real racist . Agrees w / Margaret Sanger's plan to exterminate blacks . url,raw_images/images_otweet_DataC/35735.png,0.0
23650,1131,"The new edition of "" Inside JW "" highlights JW's efforts to fight #VoterFraud & promote election integrity . See : url url",raw_images/images_otweet_DataC/2740.png,0.0
23700,1638,Thanks to @user in the last week : stock market hit all-time high 1 million jobs created in first 6 mos . Unemployment rate fell again url,raw_images/images_otweet_DataC/30572.png,0.0
23750,815,"@user @user Hey girl ( using that term loosely ) . This is the "" Espionage AND Sedition "" act , meaning that they go together , with the primary offense being Espionage . Are you trying to say that Obama committed Espionage ? That's a good one , even for a Trumporon ! url",raw_images/images_otweet_DataC/26020.png,0.0
23800,514,"So I'm guessing this won't be mentioned on HBO's newly picked up Obama-boys show , @user url url",raw_images/images_otweet_DataC/10455.png,0.0
23850,1879,". @user : "" I was completely astonished by this whole #Birther thing . "" #KellyFile url",raw_images/images_otweet_DataC/13338.png,0.0
23900,632,@user #notscott Rick Scott is a criminal . url,raw_images/images_otweet_DataC/34890.png,0.0
23950,1654,@user Why did you claim to be in class during the shooting and also say you rode your bike from home 3 miles with your Camera to the School when you heard about the shooting ? Which is it ? Why are you working with #JohnPodesta url,raw_images/images_otweet_DataC/4597.png,0.0
24000,1323,Obamacare had 100 Senate hearings and 161 amendments from Republicans . Trumpcare has had 0 Senate hearings and 0 amendments from Democrats . url,raw_images/images_otweet_DataC/42803.png,0.0
24050,709,We have to be honest about the lineage of our decisions so we can learn from them . #NorthKorea url,raw_images/images_otweet_DataC/33969.png,0.0
24100,1347,"Hillary also "" lost "" $ 6 Billion Dollars during her stint at the State Department . #LiberalCorruption #DrainTheSwamp #ObamaFarewell url",raw_images/images_otweet_DataC/28727.png,0.0
24150,458,Just going to set this here cause facts don't lie . url,raw_images/images_otweet_DataC/23628.png,0.0
24200,1101,@user @user @user @user @user Independent charity watch top rating url,raw_images/images_otweet_DataC/18788.png,0.0
24250,972,@user All this coverage ! ! But SILENT about #UraniumOne and @user #Russian collusion ! ! #AmericaSEES url,raw_images/images_otweet_DataC/22075.png,0.0
24300,637,In case you didn't know ! url,raw_images/images_otweet_DataC/1655.png,0.0
24350,30,What Americans actually think is newsworthy . url,raw_images/images_otweet_DataC/25797.png,0.0
24400,350,"@user @user Untrue . All we have for Trump are quarterly GDP numbers , and here are the last ten years of quarterly GDP growth : url",raw_images/images_otweet_DataC/19852.png,0.0
24450,23,"Treasury Sec Mnuchin sends letter to Speaker Paul Ryan urging him to lift debt ceiling "" at its first opportunity . "" Republicans run up debt ! url",raw_images/images_otweet_DataC/30121.png,0.0
24500,1559,Report : @user gave $ 246 million to women's protest groups . url url,raw_images/images_otweet_DataC/13657.png,0.0
24550,1189,And what about Planned Parenthood @user ? Do you denounce this racist organization or not ? They murder more black babies than any other race . Tell us Martin . Should blacks still vote Democrat before voting for @user ? Trump cares about black people unlike DNC url,raw_images/images_otweet_DataC/41678.png,0.0
24600,1077,28.2 M Americans are still waiting under #Obamacare and remain uninsured . They need relief now . #RepealAndReplace url,raw_images/images_otweet_DataC/14001.png,0.0
24650,1730,"Trump again makes false claim that US is "" highest taxed nation in the world "" : url url",raw_images/images_otweet_DataC/24383.png,0.0
24700,920,"@user So Trump tries to blame Obama for bump stocks , trying to distract that millions are marching against Trump and the NRA . #MarchForOurLives #NRAIsATerroristOrganization #NRABloodmoney #VetsForGunReform #MARINESagainstTrump #SemperFiFuck45 url",raw_images/images_otweet_DataC/18543.png,0.0
24750,559,@user Here it is @user ... He has done less than any president and we don't need a chart to tell us that ! ! ! url,raw_images/images_otweet_DataC/38087.png,0.0
24800,1024,BREAKING NEWS @user EXPOSED #DavidHogg NOT EVEN AT SHOOTING AND THE VIDEO OF HIM HIDING IN CLOSET IS ALSO FAKE @user MUST FEEL LIKE COMPLETE IDIOT HE EVEN LIED ON @user BUT @user I REPORTED THIS MONTH AGO LOOK AT MY FEED - HE IS 20 NOT 18 - HOW HE GOT TO @user IS SCARY url,raw_images/images_otweet_DataC/38729.png,0.0
24850,811,@user @user Incorrect . Please research before making lies . 5 of the banned countries were the origin of convicted terriorists . url,raw_images/images_otweet_DataC/2298.png,0.0
24900,1464,The evidence just keeps building #tytlive #birtherism url,raw_images/images_otweet_DataC/22826.png,0.0
24950,640,Keith Ellison and Debbie Wasserman Schultz not clapping or standing for a fallen veteran ! Shame on them ! Typical @user scumbags . url,raw_images/images_otweet_DataC/7213.png,0.0
25000,422,Lets Not Forget How North Korea Obtained Nuclear Weapons . url,raw_images/images_otweet_DataC/40830.png,0.0
25050,584," #ObamaCare is a collapsing law . ObamaCare is doing too much damage to families . And so , we're going to get this right .  - @user url",raw_images/images_otweet_DataC/13765.png,0.0
25100,2005,"President-elect Trump , without evidence , claims "" millions of people who voted illegally "" cost him the popular vote url url",raw_images/images_otweet_DataC/14086.png,0.0
25150,517,@user @user @user @user Are you paying attention ? ? ? url,raw_images/images_otweet_DataC/7502.png,0.0
25200,1600,MORE HYPOCRISY : Obama Banned all Iraqi Refugees for 6 Months in 2011 - Liberals SAID NOTHING ! url url,raw_images/images_otweet_DataC/30140.png,0.0
25250,914,"Report : Obama Allies Worked Behind Scenes To Discredit Flynn , Save Iran Deal url url",raw_images/images_otweet_DataC/18405.png,0.0
25300,1913,Accepting MILLIONS of dollars from countries that execute gay people and oppress women . #HillaryAccomplishments url,raw_images/images_otweet_DataC/21695.png,0.0
25350,229,@user @user @user Bernie bots thrive on ignorance and misinformation and suffocate from FACTS #lgbt #pride #fraud url,raw_images/images_otweet_DataC/7443.png,0.0
25400,1611,"@user @user Wrong again , lol . The truth really bothers you that much ? url",raw_images/images_otweet_DataC/25058.png,0.0
25450,1700,"Together , we are MAKING AMERICA GREAT AGAIN ! url url",raw_images/images_otweet_DataC/35994.png,0.0
25500,1293,"#DVFacts Nearly 54 % of recent mass shootings in the U . S . were rooted in family violence , as are nearly a quarter of all killings of police officers . #PASaysNoMore #PCADV #EndDV #TwitterTakeover url",raw_images/images_otweet_DataC/40326.png,0.0
25550,454,@user @user @user Because our schools have them brainwashed ! ! ! url,raw_images/images_otweet_DataC/21728.png,0.0
25600,522,@user You're an idiot . url,raw_images/images_otweet_DataC/35049.png,0.0
25650,797,@user Like this ? url,raw_images/images_otweet_DataC/36232.png,0.0
25700,1141,@user Stop @user #blackgenocide #BLM #BlackLivesMatter url,raw_images/images_otweet_DataC/2991.png,0.0
25750,1425,Read This CAREFULLY . #drMM #fb url,raw_images/images_otweet_DataC/7818.png,0.0
25800,1307,This idiot simply has no concept of the constitution & completely disregards law . url,raw_images/images_otweet_DataC/24840.png,0.0
25850,281,"@user how about ... equality , right ? url",raw_images/images_otweet_DataC/40572.png,0.0
25900,1869,Democrats not attending #Inauguration . url,raw_images/images_otweet_DataC/38904.png,0.0
25950,1990,Clowns who didn't stand up for Owens ' widow are terrorist sympathizers ! Looking at you @user @user ! #MAGA #JointAddress url,raw_images/images_otweet_DataC/6606.png,0.0
26000,1986,Japan applies strict rules to Muslims ... @user #WorldWinnerModiReturns url,raw_images/images_otweet_DataC/2321.png,0.0
26050,1819,"Amazon shares drop after Trump tweet claims the company is "" doing great damage "" url url",raw_images/images_otweet_DataC/5965.png,0.0
26100,1678,"At 35 % , our corporate tax rate is the highest in the developed world , and it is driving businesses and jobs out of our country . url",raw_images/images_otweet_DataC/24767.png,0.0
26150,1424,@user @user @user Was it this ? url Only site that has this thread and it looks EXTREMELY reliable . url,raw_images/images_otweet_DataC/44416.png,0.0
26200,1446,Stolen from #FB NRA hypocrisy at it's finest . #guncontrol url,raw_images/images_otweet_DataC/4339.png,0.0
26250,1902,@user not that you care but that's not true . url,raw_images/images_otweet_DataC/26771.png,0.0
26300,335,For all who wants to know where the birther movement originated from : #factsmatter url url,raw_images/images_otweet_DataC/30120.png,0.0
26350,1782,@user @user @user is an absolute moron ! You got schooled Richard ! How about addressing the real problems in the black communities ! url,raw_images/images_otweet_DataC/29397.png,0.0
26400,968,Lets Not Forget that Bill Clinton's Hands are all over the North Korea Nuclear Program . url,raw_images/images_otweet_DataC/40830.png,0.0
26450,1697,Did Dems do anything right ? #NorthKoreaNukes url,raw_images/images_otweet_DataC/31436.png,0.0
26500,602,@user @user @user More like this : url,raw_images/images_otweet_DataC/24956.png,0.0
26550,126,@user : Open a dictionary and then come argue with me . @user @user url,raw_images/images_otweet_DataC/44289.png,0.0
26600,1344,The $ 6 Billion Clinton's State Dept LOST Was Not Debunked ' url url,raw_images/images_otweet_DataC/7206.png,0.0
26650,848,"Sanders camp responds to complaint about supporters at NV convention , says "" fair and transparent process "" was denied url",raw_images/images_otweet_DataC/7550.png,0.0
26700,1489,@user The Saudis are the big problem with Hillary . She's a war profiteer . Huge difference #Yemen url,raw_images/images_otweet_DataC/34312.png,0.0
26750,1455,Sheriff Arpaio & @user share more than the same first name . They support Trump's anti-immigrant agenda . #NVsen url,raw_images/images_otweet_DataC/41033.png,0.0
26800,1442,"@user @user But of course , this is a lie . url",raw_images/images_otweet_DataC/15824.png,0.0
26850,352,"So , about cutting foreign aid because they're supposedly worried about debt url",raw_images/images_otweet_DataC/43141.png,0.0
26900,9,@user - OTrauma ... added more to the national debt than ALL 43 Presidents before him COMBINED #LetThatSinkIn #MAGA #TrumpsArmy url,raw_images/images_otweet_DataC/15648.png,0.0
26950,1494,Television lionized Obama and demonized Trump . This is the result . url,raw_images/images_otweet_DataC/34809.png,0.0
27000,42,"Thank you President @user IN only 6 months the National Debt has DECREASED by $ 102,365 , 614,861 . 12 That's OVER 100 BILLION ! #MAGA url",raw_images/images_otweet_DataC/15439.png,0.0
27050,289,"Including today's shooting incident at a Texas high school , this year there have already been 22 school shootings where someone was hurt or killed . That averages out to more than 1 shooting a week . url url",raw_images/images_otweet_DataC/42882.png,0.0
27100,1983," To solve a problem , you have to be able to state what the problem is or at least say the name .  @user , 10/9 / 16 #Charlottesviille url",raw_images/images_otweet_DataC/43778.png,0.0
27150,481,A photo delivered yesterday that will be displayed in the upper / lower press hall . Thank you Abbas ! url,raw_images/images_otweet_DataC/40994.png,0.0
27200,591,"With so few American institutions endorsing Trump it's disturbing that police , border patrol and ICE are among the few #yestthoseareMAGAhats url",raw_images/images_otweet_DataC/35019.png,0.0
27250,1761,". @user : "" [ The Clintons ] have always been obsessed with money . "" #TheFive url",raw_images/images_otweet_DataC/3816.png,0.0
27300,1781,"Why we can't have nice things in USA . A painfully uninformed electorate . What year was twitter founded again ? Also , surprise ! A LIE url",raw_images/images_otweet_DataC/6503.png,0.0
27350,340,"Meet Doug Jones , the law-and-order man who has won Alabama's Senate seat url url",raw_images/images_otweet_DataC/27728.png,0.0
27400,1238,Maxine Waters has not skipped 90 percent of congressional meetings : url url,raw_images/images_otweet_DataC/7768.png,0.0
27450,1286,This may be a more accurate representation of what's actually going on @user url,raw_images/images_otweet_DataC/29118.png,0.0
27500,1915,"@user @user Well , she took good care of her "" constituents "" ... url",raw_images/images_otweet_DataC/17295.png,0.0
27550,1037,@user Worked well in Germany in 1930s url,raw_images/images_otweet_DataC/2490.png,0.0
27600,1868,1 in 5 Americans can't afford their Rx medicine . These 13 Senate Dems just voted against affordable Rx drugs . #ThursdayThought #EpiPen url,raw_images/images_otweet_DataC/11289.png,0.0
27650,285,This is the mentality we are up against folks url,raw_images/images_otweet_DataC/25011.png,0.0
27700,864,"Oroville dam failure entirely avoidable : $ 7.5 B water bond passed , @user spent $ 0 on new storage or Oroville url url",raw_images/images_otweet_DataC/3540.png,0.0
27750,593,She would be perfect CNN #CNNSOTU #wakeupAmerica #tcot #FakenewsCNN #RedNationRising #MeetThePress #mediabuzz url,raw_images/images_otweet_DataC/44104.png,0.0
27800,1477,@user @user @user @user @user Who is fooling who ? Bigot racist @user No way url,raw_images/images_otweet_DataC/19066.png,0.0
27850,1763,"Where R The Women ? Where R The Elderly ? Where R The Children ? 10,000 Syrian War Refugees -> No , Muslim Terrorists ! url",raw_images/images_otweet_DataC/5352.png,0.0
27900,1727,Chicago strictest gun laws & sanctuary city ! sounds safe right ? well look at it a real url,raw_images/images_otweet_DataC/11994.png,0.0
27950,1040,@user @user The truth about the very corrupt Clinton Foundation ... url,raw_images/images_otweet_DataC/6695.png,0.0
28000,1337,@user Obamacare kind of destroyed healthcare for millions .. url,raw_images/images_otweet_DataC/32038.png,0.0
28050,1454,@user @user @user @user @user @user @user @user Russian bots ... ROFL so now Russia is meddling in our gun control ? url,raw_images/images_otweet_DataC/8252.png,0.0
28100,744,"The North Korea "" reset "" courtesy of Bill Clinton . Liberals would appease & pay ransom until the day they are incinerated . #northkoreanukes url",raw_images/images_otweet_DataC/25005.png,0.0
28150,234,@user @user @user @user here are some statistics that matter . full article : url url,raw_images/images_otweet_DataC/39067.png,0.0
28200,93,"@user "" Handgun "" Was Found inside on YouTube HQ . ( Free-Zone ) url",raw_images/images_otweet_DataC/28019.png,0.0
28250,222,"BREAKING NEWS : The star of hit TV show "" Smallville , "" #AllisonMack , has confessed to selling child sex slaves to the Clintons and Rothschilds during her time as a high-level member of the child sex trafficking cult . MORE HERE : url #PedoGate url",raw_images/images_otweet_DataC/16366.png,0.0
28300,1405,"The lies @user and @user tell citizens , has caused seperation . Dont believe their BS , we will come together under #TRUMP url",raw_images/images_otweet_DataC/4828.png,0.0
28350,493,"it was the Democrats that burned crosses & flags Dems started the KKK , Jim Crow , fought 13th , 14th & 15th Amendments & 65 Civil Rts Act url",raw_images/images_otweet_DataC/6041.png,0.0
28400,1027,#BackwardsThinkingIs believing that laws are irrelevant & prioritizing refugees over Americans is a fair method of governing . #InTrumpWeTrust url,raw_images/images_otweet_DataC/5309.png,0.0
28450,1909,#GunControlNow = > Hitler also Loved Gun Control url url,raw_images/images_otweet_DataC/3666.png,0.0
28500,1110,"@user @user Thanks for your sweet thoughts , Diane . Don't worry , 20 years ago my husband was only as bigoted as Bernie Sanders was . url",raw_images/images_otweet_DataC/36609.png,0.0
28550,270,@user @user That's FAKE from 2015 get it right ! Even FAKE NEWS CNN SAID IT ... url,raw_images/images_otweet_DataC/34336.png,0.0
28600,660,@user @user @user I also see a pattern . url,raw_images/images_otweet_DataC/28887.png,0.0
